Series ID,Year,Period,Label,Value
PRS85006023,2018,Q01,2018 Qtr1,99.749
PRS85006023,2018,Q02,2018 Qtr2,99.868
PRS85006023,2018,Q03,2018 Qtr3,99.840
PRS85006023,2018,Q04,2018 Qtr4,99.610
PRS85006023,2019,Q01,2019 Qtr1,99.445
PRS85006023,2019,Q02,2019 Qtr2,99.194
PRS85006023,2019,Q03,2019 Qtr3,99.176
PRS85006023,2019,Q04,2019 Qtr4,99.241
PRS85006023,2020,Q01,2020 Qtr1,98.811
PRS85006023,2020,Q02,2020 Qtr2,97.895
PRS85006023,2020,Q03,2020 Qtr3,99.359
PRS85006023,2020,Q04,2020 Qtr4,100.147
