Series ID,Year,Period,Label,Value
PRS84006023,2018,Q01,2018 Qtr1,99.763
PRS84006023,2018,Q02,2018 Qtr2,99.865
PRS84006023,2018,Q03,2018 Qtr3,99.853
PRS84006023,2018,Q04,2018 Qtr4,99.574
PRS84006023,2019,Q01,2019 Qtr1,99.446
PRS84006023,2019,Q02,2019 Qtr2,99.195
PRS84006023,2019,Q03,2019 Qtr3,99.193
PRS84006023,2019,Q04,2019 Qtr4,99.268
PRS84006023,2020,Q01,2020 Qtr1,98.808
PRS84006023,2020,Q02,2020 Qtr2,97.949
PRS84006023,2020,Q03,2020 Qtr3,99.352
PRS84006023,2020,Q04,2020 Qtr4,100.209
