Series ID,Year,Period,Label,Value
PRS88003092,2018,Q01,2018 Qtr1,4.9
PRS88003092,2018,Q02,2018 Qtr2,-2.5
PRS88003092,2018,Q03,2018 Qtr3,2.6
PRS88003092,2018,Q04,2018 Qtr4,-0.8
PRS88003092,2019,Q01,2019 Qtr1,2.2
PRS88003092,2019,Q02,2019 Qtr2,0.7
PRS88003092,2019,Q03,2019 Qtr3,-0.8
PRS88003092,2019,Q04,2019 Qtr4,1.4
PRS88003092,2020,Q01,2020 Qtr1,0.3
PRS88003092,2020,Q02,2020 Qtr2,4.8
PRS88003092,2020,Q03,2020 Qtr3,-0.6
