Series ID,Year,Period,Label,Value
PRS88003023,2018,Q01,2018 Qtr1,99.743
PRS88003023,2018,Q02,2018 Qtr2,99.924
PRS88003023,2018,Q03,2018 Qtr3,99.736
PRS88003023,2018,Q04,2018 Qtr4,99.545
PRS88003023,2019,Q01,2019 Qtr1,99.448
PRS88003023,2019,Q02,2019 Qtr2,99.290
PRS88003023,2019,Q03,2019 Qtr3,99.159
PRS88003023,2019,Q04,2019 Qtr4,99.033
PRS88003023,2020,Q01,2020 Qtr1,98.867
PRS88003023,2020,Q02,2020 Qtr2,99.255
PRS88003023,2020,Q03,2020 Qtr3,100.028
