Series ID,Year,Period,Label,Value
PRS85006092,2018,Q01,2018 Qtr1,1.9
PRS85006092,2018,Q02,2018 Qtr2,0.7
PRS85006092,2018,Q03,2018 Qtr3,1.2
PRS85006092,2018,Q04,2018 Qtr4,0.4
PRS85006092,2019,Q01,2019 Qtr1,3.9
PRS85006092,2019,Q02,2019 Qtr2,1.9
PRS85006092,2019,Q03,2019 Qtr3,0.5
PRS85006092,2019,Q04,2019 Qtr4,1.5
PRS85006092,2020,Q01,2020 Qtr1,-0.8
PRS85006092,2020,Q02,2020 Qtr2,11.1
PRS85006092,2020,Q03,2020 Qtr3,4.2
PRS85006092,2020,Q04,2020 Qtr4,-4.2
