Series ID,Year,Period,Label,Value
PRS32006023,2018,Q01,2018 Qtr1,100.233
PRS32006023,2018,Q02,2018 Qtr2,100.981
PRS32006023,2018,Q03,2018 Qtr3,101.328
PRS32006023,2018,Q04,2018 Qtr4,100.041
PRS32006023,2019,Q01,2019 Qtr1,99.199
PRS32006023,2019,Q02,2019 Qtr2,99.742
PRS32006023,2019,Q03,2019 Qtr3,99.190
PRS32006023,2019,Q04,2019 Qtr4,99.455
PRS32006023,2020,Q01,2020 Qtr1,98.737
PRS32006023,2020,Q02,2020 Qtr2,96.380
PRS32006023,2020,Q03,2020 Qtr3,98.903
PRS32006023,2020,Q04,2020 Qtr4,98.820
