Series ID,Year,Period,Label,Value
PRS31006023,2018,Q01,2018 Qtr1,100.405
PRS31006023,2018,Q02,2018 Qtr2,100.420
PRS31006023,2018,Q03,2018 Qtr3,100.544
PRS31006023,2018,Q04,2018 Qtr4,100.275
PRS31006023,2019,Q01,2019 Qtr1,99.475
PRS31006023,2019,Q02,2019 Qtr2,99.050
PRS31006023,2019,Q03,2019 Qtr3,98.745
PRS31006023,2019,Q04,2019 Qtr4,98.916
PRS31006023,2020,Q01,2020 Qtr1,97.945
PRS31006023,2020,Q02,2020 Qtr2,93.366
PRS31006023,2020,Q03,2020 Qtr3,97.844
PRS31006023,2020,Q04,2020 Qtr4,98.093
