Series ID,Year,Period,Label,Value
PRS31006091,2018,Q01,2018 Qtr1,0.8
PRS31006091,2018,Q02,2018 Qtr2,0.4
PRS31006091,2018,Q03,2018 Qtr3,2.2
PRS31006091,2018,Q04,2018 Qtr4,1.5
PRS31006091,2019,Q01,2019 Qtr1,1.3
PRS31006091,2019,Q02,2019 Qtr2,1.2
PRS31006091,2019,Q03,2019 Qtr3,0.8
PRS31006091,2019,Q04,2019 Qtr4,0.2
PRS31006091,2020,Q01,2020 Qtr1,-0.4
PRS31006091,2020,Q02,2020 Qtr2,-7.7
PRS31006091,2020,Q03,2020 Qtr3,1.6
PRS31006091,2020,Q04,2020 Qtr4,3.3
