Series ID,Year,Period,Label,Value
PRS88003113,2018,Q01,2018 Qtr1,112.947
PRS88003113,2018,Q02,2018 Qtr2,113.625
PRS88003113,2018,Q03,2018 Qtr3,113.796
PRS88003113,2018,Q04,2018 Qtr4,114.263
PRS88003113,2019,Q01,2019 Qtr1,116.888
PRS88003113,2019,Q02,2019 Qtr2,116.975
PRS88003113,2019,Q03,2019 Qtr3,117.232
PRS88003113,2019,Q04,2019 Qtr4,117.571
PRS88003113,2020,Q01,2020 Qtr1,119.837
PRS88003113,2020,Q02,2020 Qtr2,126.640
PRS88003113,2020,Q03,2020 Qtr3,124.925
