Series ID,Year,Period,Label,Value
PRS84006092,2018,Q01,2018 Qtr1,2.4
PRS84006092,2018,Q02,2018 Qtr2,1.2
PRS84006092,2018,Q03,2018 Qtr3,0.7
PRS84006092,2018,Q04,2018 Qtr4,0.6
PRS84006092,2019,Q01,2019 Qtr1,3.8
PRS84006092,2019,Q02,2019 Qtr2,2.0
PRS84006092,2019,Q03,2019 Qtr3,0.3
PRS84006092,2019,Q04,2019 Qtr4,1.4
PRS84006092,2020,Q01,2020 Qtr1,-0.4
PRS84006092,2020,Q02,2020 Qtr2,10.1
PRS84006092,2020,Q03,2020 Qtr3,5.5
PRS84006092,2020,Q04,2020 Qtr4,-4.9
