Series ID,Year,Period,Label,Value
PRS30006023,2018,Q01,2018 Qtr1,100.337
PRS30006023,2018,Q02,2018 Qtr2,100.636
PRS30006023,2018,Q03,2018 Qtr3,100.836
PRS30006023,2018,Q04,2018 Qtr4,100.193
PRS30006023,2019,Q01,2019 Qtr1,99.378
PRS30006023,2019,Q02,2019 Qtr2,99.298
PRS30006023,2019,Q03,2019 Qtr3,98.909
PRS30006023,2019,Q04,2019 Qtr4,99.116
PRS30006023,2020,Q01,2020 Qtr1,98.239
PRS30006023,2020,Q02,2020 Qtr2,94.500
PRS30006023,2020,Q03,2020 Qtr3,98.233
PRS30006023,2020,Q04,2020 Qtr4,98.366
